id,不知道,不知道
3000151,"1.通过消耗时间球里的魔力，玩家可以在各个挂机玩法上加速挂机时间。

2.时间球里的魔力分两种，免费与额外。
免费加速时间的上限会随着时间球等级上升而增加，每日5:00会<color=#548FA7>重新补满</color>，所以不用节省，在想用的地方全部用完吧。
获得<color=#548FA7>时间碎片</color>可增加额外加速时间。","1.通过消耗时间球里的魔力，玩家可以在各个挂机玩法上加速挂机时间。

2.时间球里的魔力分两种，免费与额外。
免费加速时间的上限会随着时间球等级上升而增加，每日5:00会<color=#548FA7>重新补满</color>，所以不用节省，在想用的地方全部用完吧。
获得<color=#548FA7>时间碎片</color>可增加额外加速时间。"
3000160,妖精培育,妖精培育
3000161,"1.通过消耗金币升级妖精提高<color=#548FA7>培育、炼金、幸运</color>属性。

2.在达到等级上限时可通过使用对应进化物品完成<color=#548FA7>进化</color>，提升<color=#548FA7>采集</color>属性。

3.相同妖精的获取可提供<color=#548FA7>成长值</color>，满值以后即可让妖精成长，最多六级。

4.派遣妖精工作可获取<color=#548FA7>努力值</color>，努力值分为五档，努力值越高，妖精的属性加成越多。

5.妖精无法参与自身属性环境外的工作，并通过<color=#548FA7>元素日</color>获取增益。

6.妖精<color=#548FA7>进化</color>后解锁<color=#548FA7>喂食功能</color>，可以通过喂食提升对应妖精的<color=#548FA7>好感度</color>。

7.提升妖精好感度能解锁新的妖精故事和语音，达到亲密阶段还能用<color=#548FA7>缤纷糖果</color>解锁漂亮的<color=#548FA7>妖精立绘</color>！","1.通過消耗金幣升級妖精提高<color=#548FA7>培育、鍊金、幸運</color>屬性。

2.在達到等級上限時可通過使用對應進化物品完成<color=#548FA7>進化</color>，提升<color=#548FA7>採集</color>屬性。

3.相同妖精的獲取可提供<color=#548FA7>成長值</color>，滿值以後即可讓妖精成長，最多六級。

4.派遣妖精工作可獲取<color=#548FA7>努力值</color>，努力值分為五檔，努力值越高，妖精的屬性加成越多。

5.妖精無法參與自身屬性環境外的工作，並通過<color=#548FA7>元素日</color>獲取增益。

6.妖精<color=#548FA7>進化</color>後解鎖<color=#548FA7>餵食功能</color>，可以通過餵食提升對應妖精的<color=#548FA7>好感度</color>。

7.提升妖精好感度能解鎖新的妖精故事和語音，達到親密階段還能用<color=#548FA7>繽紛糖果</color>解鎖漂亮的<color=#548FA7>妖精立繪</color>！"
3000170,限时任务,限時任務
3000171,"1.于活动同期开放的活动限定限时任务。

2.<color=#548FA7>常规</color>任务单次交付即可完成，获取对应奖励。

3.<color=#548FA7>重复</color>任务可多次完成，每次提交获取单次完成奖励。

4.活动结束时所有任务提交功能关闭，请注意活动结束时间避免活动材料浪费。","1.於活動同期開放的活動限定限時任務。

2.<color=#548FA7>常規</color>任務單次交付即可完成，獲取對應獎勵。

3.<color=#548FA7>重複</color>任務可多次完成，每次提交獲取單次完成獎勵。

4.活動結束時所有任務提交功能關閉，請注意活動結束時間避免活動材料浪費。"
3000180,营业帮助,營業幫助
3000181,"1.可以通过出售炼成品来获取<color=#548FA7>大量金币</color>和<color=#548FA7>工坊影响力</color>。解锁更多槽位同时贩卖各种炼成品，不同炼成品能同时出售的上限不一。

2.可以中途取消营业，将按已营业时间获得预期总收益等比的部分金币，未出售的商品将会返还。

3.贩卖NPC偏好的炼成品，他们会更加信任你从而发布额外的<color=#548FA7>订单任务</color>给你哦。","1.可以通過出售鍊成品來獲取<color=#548FA7>大量金幣</color>和<color=#548FA7>工坊影響力</color>。解鎖更多槽位同時販賣各種鍊成品，不同鍊成品能同時出售的上限不一。

2.可以中途取消營業，將按已營業時間獲得預期總收益等比的部分金幣，未出售的商品將會返還。

3.販賣NPC偏好的鍊成品，他們會更加信任你從而發佈額外的<color=#548FA7>訂單任務</color>給你哦。"
3000190,格式,格式
3000191,"1.这里是妖精帮助；

2.有什么想问的都在这里了；

3.我觉得你应该没什么想问的。","1.這裏是妖精幫助；

2.有什麼想問的都在這裏了；

3.我覺得你應該沒什麼想問的。"
3000200,活动召唤,活動召喚
3000211,"1.活动期间，可以通过营业和委托可以积攒储蓄罐魔晶。

2.储蓄至第一档后可以购买，储存魔晶不能超过最大数量。

3.储蓄罐有限购次数，每次购买都需要重新积攒魔晶。","1.活动期间，可以通过营业和委托可以积攒储蓄罐魔晶。

2.储蓄至第一档后可以购买，储存魔晶不能超过最大数量。

3.储蓄罐有限购次数，每次购买都需要重新积攒魔晶。"
3000221,"1.玩家可以通过远洋币买卖已有配方的炼成品。

2.每人每天都会有交易次数上限，上架和求购栏位也有上限，交易需要谨慎。

3.当有求购价大于等于上架价格时，交易成功，系统也会抽取2%的手续费。

4.如果超过交易时间，视为交易失败，将会通过邮件退回对应物品。","1.玩家可以通过远洋币买卖已有配方的炼成品。

2.每人每天都会有交易次数上限，上架和求购栏位也有上限，交易需要谨慎。

3.当有求购价大于等于上架价格时，交易成功，系统也会抽取2%的手续费。

4.如果超过交易时间，视为交易失败，将会通过邮件退回对应物品。"
3000231,"1.月卡和祝福都可以连续购买，连续购买将会叠加生效时间。

2.月卡和祝福同样有购买上限，当剩余天数大于90天时将无法购买。

3.购买月卡后，每天登陆即可获得月卡奖励，在邮箱中可以领取相关邮件。","1.月卡和祝福都可以连续购买，连续购买将会叠加生效时间。

2.月卡和祝福同样有购买上限，当剩余天数大于90天时将无法购买。

3.购买月卡后，每天登陆即可获得月卡奖励，在邮箱中可以领取相关邮件。"
3500000,草元素聚合,草元素聚合
3500001,对草元素更加亲和，{0},對草元素更加親和，{0}
3500002,{1}{0}{2}。,{1}{0}{2}。
3500010,土元素聚合,土元素聚合
3500011,对土元素更加亲和，{0},對土元素更加親和，{0}
3500020,水元素聚合,水元素聚合
3500021,对水元素更加亲和，{0},對水元素更加親和，{0}
3500030,火元素聚合,火元素聚合
3500031,对火元素更加亲和，{0},對火元素更加親和，{0}
3500040,勤奋,勤奮
3500041,某妖精努力型技能。{0}{1},某妖精努力型技能。{0}{1}
3500042,{0}额外{2}。,{0}額外{2}。
3500043,{0}{2}。,{0}{2}。
3500050,灵感,靈感
3500051,热衷于研究，能用更少的素材研制配方。{0},熱衷於研究，能用更少的素材研製配方。{0}
3500060,经验主义,經驗主義
3500061,学习能力很强，炼金熟练度增长更快。{0},學習能力很強，鍊金熟練度增長更快。{0}
3500070,冒险家,冒險家
3500071,采集可能会有新发现，{0},採集可能會有新發現，{0}
3500072,{1}中{3}{0}{2}。,{1}中{3}{0}{2}。
3500080,培育家,培育家
3500081,培育也许会收获意外之喜，{0},培育也許會收穫意外之喜，{0}
3500090,学者,學者
3500091,炼金可能会收获更多炼成品，{0},鍊金可能會收穫更多鍊成品，{0}
3500100,农神的照拂,農神的照拂
3500101,受到农神的祝福，{0},受到農神的祝福，{0}
3500110,法神的照拂,法神的照拂
3500111,受到法神的祝福，{0},受到法神的祝福，{0}
3500120,草神的照拂,草神的照拂
3500121,受到草神的祝福，{0},受到草神的祝福，{0}
3500130,导向,導向
3500131,对采集地点十分熟悉，能更快进行采集，{0},對採集地點十分熟悉，能更快進行採集，{0}
3500140,催生,催生
3500141,悉心呵护每一株幼苗，使幼苗能更快长大，{0},悉心呵護每一株幼苗，使幼苗能更快長大，{0}
3500150,鹰眼,鷹眼
3500151,更加擅长采集，{0},更加擅長採集，{0}
3500160,丰产之手,豐產之手
3500161,富有耐心培育，{0},富有耐心培育，{0}
3500170,炼金之手,鍊金之手
3500171,钻研炼金之术，{0},鑽研鍊金之術，{0}
3500180,命运之手,命運之手
3500181,总是好运相伴，{0},總是好運相伴，{0}
3500190,能力觉醒,能力覺醒
3500191,各方面能力都很出色，{0},各方面能力都很出色，{0}
3500200,逻辑的使徒,邏輯的使徒
3500201,野外生存大师，不需要准备太多东西，准备阶段消耗的资源更少。{0},野外生存大師，不需要準備太多東西，準備階段消耗的資源更少。{0}
3500210,埋头苦干,埋頭苦幹
3500211,十分勤奋，有着更高的努力值。{0},十分勤奮，有著更高的努力值。{0}
3500220,天赋超群,天賦超群
3500221,积极又高效地工作，能更快获得努力值。{0},積極又高效地工作，能更快獲得努力值。{0}
3500230,宝物直觉,寶物直覺
3500231,采集时可能会发现宝物，获得更多收益。{0},採集時可能會發現寶物，獲得更多收益。{0}
3500240,培育直觉,培育直覺
3500241,倾注关爱的培育有时候能收获更多。{0},傾注關愛的培育有時候能收穫更多。{0}
3500250,炼金直觉,鍊金直覺
3500251,精湛的炼金手法有时候能收获更多炼成品。{0},精湛的鍊金手法有時候能收穫更多鍊成品。{0}
3500260,冒险导师,冒險導師
3500261,有着丰富的冒险经验，{0},有著豐富的冒險經驗，{0}
3500270,培育导师,培育導師
3500271,有着对培育的热爱，{0},有著對培育的熱愛，{0}
3500280,炼金导师,鍊金導師
3500281,有着独到炼金心得，{0},有著獨到鍊金心得，{0}
3500290,幸运儿,幸運兒
3500291,有着出乎意料的好运，{0},有著出乎意料的好運，{0}
3500300,天赋爆发,天賦爆發
3500301,各种工作都得心应手的小达人。{0},各種工作都得心應手的小達人。{0}
3500310,炼金灵感,鍊金靈感
3500311,对炼金有着独到想法，经常有些好点子。{0},對鍊金有著獨到想法，經常有些好點子。{0}
3500320,培育灵感,培育靈感
3500321,对培育有着自己的理解，经常能够收获更多。{0},對培育有著自己的理解，經常能夠收穫更多。{0}
3500330,血浆果眷顾,血漿果眷顧
3500331,维多利亚与血浆果亲密无间，她培育过的血浆果总是又大又甜。{0},維多利亞與血漿果親密無間，她培育過的血漿果總是又大又甜。{0}
3500340,灵感迸发,靈感迸發
3500341,勤俭节约，能用更少的素材研制配方，{0},勤儉節約，能用更少的素材研製配方，{0}
3500350,全收益,全收益
3500351,全收益固定值,全收益固定值
3500361,全收益百分比,全收益百分比
3500371,采集收益固定值,採集收益固定值
3500381,采集收益百分比,採集收益百分比
3500391,培育收益固定值,培育收益固定值
3500401,培育收益百分比,培育收益百分比
